NB2020 [recipe] data (yossy) 2026-01-10
code	user	root	branch	public	protect	draft	favorite	name	dish	type	role	tech	time	cost	sum	protocol	date
yo-r-vVoybv9jxdKdiLB7XekW	yossy		0	1	1	0	0	スノーボール	1	7	5	9	0	0	14020:50:g:50:::1.0:50<t>03003:20:g:20:::1.0:20<t>01015:50:g:50:::1.0:50<t>05001:20:g:20::パウダー:1.0:20<t>05001:10:g:10::スライス:1.0:10<t>03011:5.0:g:5.0::適当:1.0:5.0<t>15116:2.0:g:2.0::適当:1.0:2.0	#群馬のお教室　クッキー　オーブン<n>#本来はボール型<n>ボウルにマーガリンと粉砂糖を入れてよくすり混ぜる。<n>アーモンドパウダーと薄力粉をふるい入れ、ざっくり混ぜ合わせ、生地をまとめる。<n>スライスアーモンドを乾煎りし、砕いて、生地に混ぜ込む。<n><n>生地を丸めて雪だるまを作り、 170℃のオーブンで13分焼く。<n>@時間は焼き具合で微調整する<n><n>焼き上がったら粗熱を取り、温かいうちに粉砂糖をふる。<n>@熱すぎると粉糖が溶け、冷たいと粉糖が付かない<n>チョコレートで顔を描いて、仕上げる。	2023-05-15
yo-r-vwPLVvFB6mRWLvdHHZNQ	yossy		0	1	1	0	0	クリーミースープスパゲッティー	2	4	1	1	0	0	01063:160:g:160::スパゲッティ:1.0:160<t>06263:0.1e3:g:0.1e3:::1.0:0.1e3<t>-:-:g:-:0:-:-:-<t>14001:24:大さじ:2:::1.0:24<t>06223:4.0:g:4:::1.0:4.0<t>10281:40:g:40.0::SFミックス:1.0:40<t>10415:80:g:80.0::SFミックス:1.0:80<t>10344:80:g:80.0::SFミックス:1.0:80<t>-:-:g:-:0:-:-:-<t>16010:100:カップ:1/2:::1.0:100<t>17027:5.3:個(味の素):1:::1.0:5.3<t>13014:100:カップ:1/2:::1.0:100<t>13003:206:カップ:1:::1.0:206<t>-:-:g:-:0:-:-:-<t>17012:0.3:g:0.3::適当:1.0:0.3<t>17065:0.01:g:0.01::適当:1.0:0.01<t>13038:10:g:10:::1.0:10	#群馬のお教室<n>#<n>ブロッコリーは小房に分ける。<n>にんにくは薄切りにする。<n>シーフードミックスは洗ってザルにあげる。<n>コンソメは刻んでおく。<n><n>塩を加えたたっぷりの熱湯で、スパゲッテーをアルデンテにゆでる茄でる。<n>茹で上がるる2分位前にブロッコリーを加えて一緒に茄でる。<n><n>フライパンにオリーブオイルとにんにくを入れてゆっくり加熱し、にんにくの香りを出す。<n>シーフードミックスを入れ、白ワインとコンソメの素を入れてふたをし２分ほど火を通し、スープと身に分けておく。<n><n>スープを鍋に戻し少し煮詰め、牛乳、生クリームを入れていったん煮立たせる。<n>スパゲッティー、ブロッコリー、魚介類を入れて絡め、塩、胡椒で味を整える。<n><n>器に盛り付け、粉チーズを振り仕上げる。<n><n><n>盛り付け、パルメザンチーズをふる	2020-05-14
yo-r-vxcOGYn8haoXmKnYG6YV	yossy		0	1	1	0	0	白菜クリーム煮	2	2	4	1	2	1	06233:0.2e3:g:0.2e3:::1.0:0.2e3<t>11176:0.2e2:g:0.2e2:::1.0:0.2e2<t>14006:6.0:大さじ:0.5:::1.0:6.0<t>17027:2.7:個(味の素):0.5::固形コンソメ:1.0:2.7<t>13003:103:カップ:0.5:::1.0:103<t>16023:15:大さじ:1.0:::1.0:15<t>17012:0.2:g:0.2:::1.0:0.2<t>17065:0.2e-1:g:0.2e-1:::1.0:0.2e-1<t>-:-:g:-:0:-:-:-<t>02034:3.0:小さじ:1.0:::1.0:3.0<t>P00001:10:g:10:::1.0:10	#群馬のお教室<n>#<n>白菜は芯の部分は削ぎ切り、葉の部分は大きくザク切りにする。<n>ハムは放射状に6等分に切る。<n>固形コンソメの場合は刻んで、顆粒状にする。<n><n>フライパンに油を熱し、白菜の芯、白菜の葉、ハムの順に入れて炒める。<n>酒とコンソメを入れてしばらく煮てから、牛乳を加えて温める。<n>塩と胡椒で味を調える。<n>水溶き片栗粉を入れて大きく混ぜて、とろみを付ける。<n><n>器に盛り入れ、仕上げる。	2019-02-19
yo-r-VyL15ajhuaSQSgi1q6Gz	yossy		0	1	1	0	0	厚揚げのみぞれ汁	2	1	4	1	0	0	06134:150:g:150:::1.0:150<t>08016:40:g:40:::1.0:40<t>04039:80:g:80.0::厚揚げ:1.0:80<t>02034:5.0:g:5.0::片栗粉:1.0:5.0<t>14006:2.0:小さじ:1/2:::1.0:2.0<t>06278:2.0:g:2:::1.0:2.0<t>-:-:g:-:0:-:-:-<t>P00001:400:カップ:2:::1.0:400<t>17028:4.0:小さじ:1:::1.0:4.0<t>17007:12:小さじ:2:::1.0:12<t>16025:12:小さじ:2:::1.0:12<t>17012:0.2:g:0.2:::1.0:0.2	大根は大根おろしにし、ザルにあげ、自然に水気を切る。<n>しめじは石突きを取り除き、小房に分ける。<n>三つ葉は3 cm長さに切る。<n>厚揚げは食べやすい大きさに切り、片栗粉をまぶす。<n><n>フライパンに油を入れて熱し、厚揚げを炒める。<n>@特に切り口<n><n>鍋に出汁を煮立て、調味料を入れて、しめじを加える。<n>厚揚げを加え、大根おろしを入れて、ひと煮立ちさせる。<n><n>お椀に流し入れ、三つ葉を飾って仕上げる。	2019-03-13
yo-r-w0vAhClzRsLSC4oREonx	yossy		0	1	1	0	0	卵の印度風	2	6	1	1	0	0	12004:110:個M:2:::1.0:110<t>11163:0.1e3:g:0.1e3:::1.0:0.1e3<t>06153:0.1e3:g:0.1e3:::1.0:0.1e3<t>14020:4.0:小さじ:1:::1.0:4.0<t>17061:4.0:小さじ:2.0::1.5倍可:1.0:4.0<t>01015:9.0:大さじ:1:::1.0:9.0<t>+:-:g:-:0:スープ:-:-<t>P00001:200:カップ:1:::1.0:200<t>17027:5.3:個(味の素):1:::1.0:5.3<t>17036:45:大さじ:3:::1.0:45<t>17012:0.6:g:0.6:::1.0:0.6<t>-:-:g:-:0:-:-:-<t>06239:2.0:g:2.0::適当:1.0:2.0<t>01088:320:g:320:::1.0:320	#群馬のお教室<n>#<n>卵は沸騰したお湯にそっと入れ5分程茹で水にとり、半熟ゆで玉子にする。<n>玉ねぎは粗いみじん切り。<n><n>フライパンにマーガリンを入れて熱し、玉ねぎ、ひき肉。カレー粉、小麦粉の順に炒める。<n>スープの材料を入れて弱火で煮込む。<n><n>器にご飯を盛り、カレーソースをかけ、半熟玉子をのせ、パセリを飾って仕上げる。	2020-05-13
yo-r-W4XAlVCJ01OqJro1Zlvn	yossy		0	1	1	0	0	バナナとりんごのクランブル	2	7	5	9	0	0	07107:0.1e3:g:0.1e3:::1.0:0.1e3<t>07148:80:g:80:::1.0:80<t>13043:40:g:40:::1.0:40<t>-:-:g:-:0:-:-:-<t>01015:10:g:10:::1.0:10<t>14018:10:g:10:::1.0:10<t>03005:10:g:10:::1.0:10	#群馬のお教室 イギリス<n>#<n>バナナとりんごは皮をむき、一口大に切る。<n><n>ボウルに薄力粉と細かく刻んだバターを入れて、手で揉むようにしてサラサラに混ぜる。<n>@バターは冷やす。揉みすぎに注意<n>グラニュー糖を入れて混ぜる。<n><n>耐熱容器にバナナとリンゴを入れ、混ぜた薄力粉を振り、180℃のオーブンで20分焼く。<n><n>焼きたてにアイスクリームを乗せて仕上げる。	2021-10-03
yo-r-w4YpHhT6mD3vLEXldVYV	yossy		0	1	1	0	0	ピッツァ マルゲリータ	2	4	1	9	0	0	+:-:g:-:0:ピザ生地:-:-<t>01020:75:g:75:::1.0:75<t>01015:75:g:75:::1.0:75<t>17083:0.1e3:g:0.1e3:::1.0:0.1e3<t>03003:3.0:小さじ:1:::1.0:3.0<t>17012:3.0:小さじ:1/2:::1.0:3.0<t>13003:103:ml:100.0:::1.0:103<t>14001:12:大さじ:1.0:::1.0:12<t>+:-:g:-:0:ピザソース:-:-<t>06223:4.0:g:4:::1.0:4.0<t>06153:60:g:60:::1.0:60<t>06182:80:個M:1/2:::1.0:80<t>17036:45:大さじ:3:::1.0:45<t>16010:15:大さじ:1:::1.0:15<t>17027:2.7:個(味の素):1/2:::1.0:2.7<t>+:-:g:-:0:トッピング:-:-<t>14001:8.0:小さじ:2:::1.0:8.0<t>13056:60:g:60:::1.0:60<t>06238:2.0:g:2.0::適当:1.0:2.0	#群馬のお教室<n>#<n>@ピザ生地<n>強力粉と薄力粉は合わせてふるう。<n>ボウルに小麦粉、ドライイースト、砂糖、塩を入れ、牛乳を加えて捏ねる。<n>生地がなめらかになったらオリーブオイルを加え、更によく捏ねる。<n>乾かないようにし、37℃で30分、１次醗酵させる。<n><n>@ピザソース<n>にんにく、玉ねぎ、トマトはみじん切りにする。<n>フライパンにオリーブオイル入れて熱し。野菜を妙める。<n>ケチャップ、白ワイン、コンソメを加え、中火で水気がなくなるまで煮詰める。<n><n>１次醗酵が終わった生地のガス抜きをする。<n>生地を等分してめん棒で伸ばし、薄く油を塗ったパイ皿にのせてピケする。<n>表面にピザソースをぬり、バジル、モッラレラチーズをのせる。<n>250℃で予熱したオーブンで7分程焼く。<n>@時間は調節する	2020-05-17
yo-r-W5lPHsTxNebiWOY6JEBu	yossy		0	1	1	0	0	アスパラガスとトマトの卵炒め	2	3	2	3	0	0	06008:50:g:50::生:1.0:50<t>06182:0.1e3:g:0.1e3:::1.0:0.1e3<t>14006:12:大さじ:1:::1.0:12<t>-:-:g:-:0:-:-:-<t>12004:110:個M:2:::1.0:110<t>P00001:5.0:小さじ:1:::1.0:5.0<t>02034:3.0:小さじ:1.0:::1.0:3.0<t>17065:0.02:g:0.02:::1.0:0.02<t>17012:0.4:g:0.4:::1.0:0.4<t>+:-:g:-:0:薄くずあん:-:-<t>P00001:100:カップ:0.5:::1.0:100<t>17015:15:大さじ:1:::1.0:15<t>02034:6.0:小さじ:2:::1.0:6.0<t>17007:5.9:小さじ:1:::1.0:5.9<t>03003:3.0:小さじ:1:::1.0:3.0	#群馬のお教室<n>#<n>アスパラガスは斜めに2 cm幅に切り、さっと塩茹でにする。<n>トマトは湯むきして、乱切りにする。<n>卵はボウルに割り入れてほぐし、塩、胡椒、水溶き片栗粉を入れて混ぜる。<n>別のボウルに薄くずあんの材料、水、醤油、砂糖、酢、片栗粉を入れて混ぜておく。<n><n>卵にアスパラガスとトマトを加えて絡ませる。<n>フライパンに油を入れて熱し、卵とアスパラガスとトマトを入れ、半熟に炒め器に移す。<n><n>鍋に薄くずあんの材料を入れ火にかけ、混ぜながら火を通す。<n><n>器の卵炒めに薄くずあんをかけて仕上げる。	2018-08-25
yo-r-WArV9nzboXCRFsilSRjc	yossy		0	1	1	0	0	鮭のけんちん焼き	2	1	2	2	0	0	10134:160:g:160.0::1切れ/人:1.0:160<t>16023:15:大さじ:1:::1.0:15<t>-:-:g:-:0:-:-:-<t>04032:0.1e3:g:0.1e3:::1.0:0.1e3<t>06214:30:g:30:::1.0:30<t>06026:6.0:g:6:::1.0:6.0<t>08006:2.0:g:2:::1.0:2.0<t>12004:28:個M:1/2:::1.0:28<t>14006:4.0:小さじ:1:::1.0:4.0<t>16025:18:大さじ:1:::1.0:18<t>17007:12:小さじ:2:::1.0:12<t>03003:3.0:小さじ:1:::1.0:3.0	#群馬のお教室<n>#<n>豆腐はラップをし、電子レンジで500W1分加熱し、水気を切る。<n>きくらけは水で戻して、千切りにする。<n>人参は3cm長さの千切りにする。<n>グリンピースはさっと茹でる。<n>鮭の切り身に酒をふっておく。<n>ボウルに卵を割り入れ、溶きほぐす。<n><n>@けんちん<n>鍋にサラダ油を入れ加熱し、人参、きくらげを炒める。<n>みりん、砂糖、醤油を加え、汁気が少なくなるまで炒め、火を止める。<n>豆腐、グリンピース、卵を加え、よく混ぜる。<n><n>アルミホイルに分量外の油を薄く塗り、鮭を置き、上にけんちんを乗せ、形を整える。<n>余熱なしオーブンで200℃15分程焼く。<n><n>器にアルミホイルごと盛り付けて仕上げる。	2020-05-03
yo-r-wAS0OsGKvNSofkrPOzxT	yossy		0	1	1	0	0	ブロッコリーとシーチキンのサラダ	2	2	3	7	3	2	06264:80:g:80.0::生:1.0:80<t>06214:0.2e2:g:0.2e2:::1.0:0.2e2<t>06154:0.2e2:g:0.2e2:::1.0:0.2e2<t>10263:15:g:15:::1.0:15<t>05001:0.6e1:g:0.6e1:::1.0:0.6e1<t>17043:36:大さじ:3:::1.0:36<t>-:-:g:-:0:-:-:-<t>06313:0.2e2:g:0.2e2:::1.0:0.2e2	#群馬のお教室<n>#<n>ブロッコリーは小房に別けて塩茹でする。<n>にんじんはせん切りにする。<n>玉ねぎは線維に沿って薄切りにする。<n>アーモンドスライスはフライパンで空煎りする。<n>ツナは油を切っておく。<n><n>ボウルにブロッコリー、玉ねぎ、ツナを入れて、マヨネーズで和える。<n><n>皿にサラダ菜を敷き、その上にサラダを盛り付け仕上げる。	2018-04-30
yo-r-wClgLe347HQ1PuM8ulUU	yossy		0	1	1	0	0	油揚げの付け焼き	2	1	2	3	0	0	04084:80:0.8e2:1:::1.0:80<t>P00001:100:カップ:1/2:::1.0:100<t>17028:2.0:小さじ:1/2:::1.0:2.0<t>16023:15:大さじ:1:::1.0:15<t>03003:9.0:大さじ:1:::1.0:9.0<t>17007:8.9:大さじ:1/2:0::1.0:8.9<t>-:-:g:-:0:-:-:-<t>06317:40:g:40:::1.0:40<t>17015:15:大さじ:1:::1.0:15<t>03003:6.0:小さじ:2:::1.0:6.0<t>17012:0.3:g:0.3::適当:1.0:0.3<t>06172:1.0:g:1.0::1本:1.0:1.0	#群馬のお教室<n>#<n>油揚げは熱湯を通して油抜きをする。<n>レンコンは皮をむいて、薄切りにし、酢水につける。<n>ボウルに酢、砂糖、塩、赤唐辛子入れて合わせる。<n><n>鍋に出汁、酒、砂糖、醤油を入れて煮立て、油揚げを入れて5分程、汁が少なくなるまで煮る。<n>レンコンをさっと茹で、ボウルの酢に漬け込む。<n><n>油揚げは水気を絞って、煮汁を付けながら焼き目がつくまで網で焼く。<n>@フライパンで焼く場合は水気を切る必要なし<n><n>器に切り分けた油揚げとレンコンを盛り付け仕上げる。	2021-04-01
yo-r-wDDODEi8tbGjFJic4sZd	yossy		0	1	1	0	0	苺餅	4	1	5	10	0	0	01120:30:g:30:::1.0:30<t>P00001:60:大さじ:4:::1.0:60<t>03003:60:g:60:::1.0:60<t>02034:10:g:10::片栗粉:1.0:10<t>07012:40:g:40.0::1個/個:1.0:40	#群馬のお教室<n>#<n>耐熱ボールに白玉粉を入れて、水を少しずつ入れてる。<n>砂糖を加え、だまのないようによく混ぜる。<n><n>軽くラップをかけ、電子レンジ500Wで1分30秒加熱する。<n>バットに片栗粉をしき、餅をのせ、上から片栗粉をかけて冷ます。<n>粗熱が取れたらハサミで等分し、苺を包む。<n><n>器に盛り付けて仕上げる。	2020-05-06
yo-r-wej1MuxaRs1o9IahF7FO	yossy		0	1	1	0	0	かき揚げ二種	2	1	2	5	0	0	+::::0:コーン:1.0<t>06178:30:g:30:::1.0:30<t>06153:53:個M:1/4:::1.0:53<t>17012:0.3:g:0.3::適当:1.0:0.3<t>17065:0.01:g:0.01:0:適当:1.0:0.01<t>01015:9.0:大さじ:1:0::1.0:9.0<t>+::::0:三つ葉:1.0<t>06278:20:g:20.0::0.5束/人:1.0:20<t>10325:10:g:10:0::1.0:10<t>01015:9.0:大さじ:1:0::1.0:9.0<t>+::::0:衣:1.0<t>01015:37:カップ:1/3:::1.0:37<t>12004:55:個M:1:::1.0:55<t>P00001:50:カップ:1/4:0:冷水:1.0:50<t>-:0:g:0:0::1.0:0<t>17012:0.3:g:0.3::適当:1.0:0.3	#群馬のお教室<n>#<n>コーンは熱湯に通し、玉ねぎは色紙に切り、混ぜ合わせて、塩、胡椒をする。<n>三つ葉は2-3cmに切り、桜エビと混ぜ合わせる。<n><n>卵を冷水で溶いて、小麦粉を入れさっくり混ぜる。<n>@粘り気が出るので混ぜすぎない<n>コーンと三つ葉に小麦粉をまぶし、衣と混ぜ、木べらの上にのせる。<n>木べらから滑り落とすように170-180℃の油で揚げる。<n>@かき揚げが分厚いようなら、菜箸で刺して穴を開ける<n><n>器に盛り付けて、お好みで塩、大根おろし、抹茶塩、天つゆなどを添えて仕上げる。	2021-09-11
yo-r-wejzVbRotrmDqetfCuTf	yossy		0	1	1	0	0	リゾット	3	7	1	1	0	0	01083:160:合:1:0::1.0:160<t>14017:10:g:10:0::1.0:10<t>-:0:g:0:0::1.0:0<t>P00001:500:ml:500:0:=お湯:1.0:500<t>17027:2.7:個(味の素):1/2:0:=コンソメの素:1.0:2.7<t>-:0:g:0:0::1.0:0<t>06153:105:個M:1/2:0::1.0:105<t>16010:15:大さじ:1:0::1.0:15<t>13038:24:大さじ:4.0:0:=粉チーズ:1.0:24<t>14006:4.0:小さじ:1:0::1.0:4.0<t>-:0:g:0:0::1.0:0<t>17012:1.2:g:1.2:0:適当:1.0:1.2<t>17065:0.01:g:0.01:0:適当:1.0:0.01<t>17078:0.01:g:0.01:0:適当:1.0:0.01	#シンプル<n>#具を足したり、ハーブやチーズを変えても美味しい<n>お湯にコンソメの素を入れてスープにし保温しておく。<n>玉葱はみじん切り。<n><n>鍋かフライパンに油を入れ、玉葱を透明になるまで炒める。<n>@他の具材があるなら一緒に炒める<n>@具材は基本ここで完全に火を通す。炊いてる最中の加熱はあてにならない<n>白ワインを加えアルコールを飛ばして、具材を取り出す。<n><n>バターと米を加えて混ぜながら白くなるまでよく炒める。<n>@火力によっては少し茶色っぽくなるが気にしない<n>取り出した具材を戻し、熱いコンソメスープを米がひたひたになるまで入れる。<n>@お好みのハーブを入れても良し、味変もこのタイミングで<n>沸騰したら火を弱めて、蓋をして常にひたひたになるようにコンソメスープを加えて煮る。<n>トータルで25分くらいを予定し10分おきに様子を見る。スープが足りなくなったらお湯でok。<n>米に微妙に芯があるある感じになったら水分が完全に無くなる前に火を止める。<n>チーズ、塩、胡椒を加え全体を混ぜて味を整える。<n>@塩味はちょっと物足りないくらいで十分。<n><n>容器に盛り付けて、パセリを振って仕上げる。	2023-04-15
yo-r-wfksmKpzRiyJAjoQBtHA	yossy		0	1	1	0	0	プレーンオムレツ	1	2	2	3	0	0	12004:110:個M:2:::1.0:110<t>13014:30:大さじ:2:::1.0:30<t>17012:0.4:g:0.4:::1.0:0.4<t>17065:0.01:g:0.01:::1.0:0.01<t>-:-:g:-:0:-:-:-<t>14020:4.0:小さじ:1:::1.0:4.0<t>06239:2.0:g:2:::1.0:2.0<t>17036:10:g:10:::1.0:10	#群馬のお教室<n>#<n>ボウルに卵を割り入れ、生クリーム、塩、胡椒を加えて溶きほぐす。<n><n>フライパンにマーガリンを熱し、卵を流し入れ、大きくかき混ぜて、半熟に焼く。<n>卵をフライパンの端に寄せ形を整える。<n><n>皿に盛り付け、パセリとケチャップを添えて仕上げる。	2019-02-22
yo-r-wHT0UIUFX9fAYyUMP8VE	yossy		0	1	1	0	0	野菜とベーコンのスープ	2	2	4	1	4	2	02017:0.1e3:g:0.1e3:::1.0:0.1e3<t>06061:50:g:50:::1.0:50<t>06153:50:g:50:::1.0:50<t>11183:20:g:20:::1.0:20<t>-:-:g:-:0:-:-:-<t>P00001:500:カップ:2.5:::1.0:500<t>17027:5.3:個(味の素):1.0::コンソメ:1.0:5.3<t>17065:0.02:g:0.02:::1.0:0.02<t>-:-:g:-:0:-:-:-<t>06239:2.0:g:2:::1.0:2.0	#群馬のお教室<n>#<n>じゃが芋は皮をむき、大きめに切り、水にさらす。<n>キャベツはザク切りにする。<n>玉ねぎはくし形に切る。<n>パセリはみじん切りにする。<n>ベーコンは食べやすい大きさに切る。<n><n>鍋に水とコンソメとベーコン、じゃが芋、玉ねぎを入れて火にかけて煮立てる。<n>煮立ったら弱火で15分程煮て、キャベツを入れて更に5分ほど煮る。<n>胡椒で味を調える。<n><n>器に盛り入れ、パセリを散らして仕上げる。	2018-05-30
yo-r-WI17hsNhqmJZT7jWUoli	yossy		0	1	1	0	0	中華風コーンスープ	2	3	4	1	0	0	P00001:200:カップ:1:::1.0:200<t>17027:5.3:個(味の素):1.0::コンソメ:1.0:5.3<t>06179:0.1e3:g:0.1e3:::1.0:0.1e3<t>13003:206:カップ:1.0:::1.0:206<t>12004:55:個M:1.0:::1.0:55<t>16023:10:小さじ:2.0:::1.0:10<t>-:-:g:-:0:-:-:-<t>02034:6.0:小さじ:2.0:::1.0:6.0<t>P00001:15:大さじ:1.0:::1.0:15<t>-:-:g:-:0:-:-:-<t>17065:0.2:g:0.2:::1.0:0.2<t>11176:5.0:g:5:::1.0:5.0<t>06239:1.0:g:1:::1.0:1.0	#群馬のお教室<n>#<n>卵はボウルに割り入れ溶きほぐす。<n>ハムは粗みじん切りにする。<n>パセリはみじん切りにする。<n><n>鍋に水とコンソメを入れて熱し、コンソメが溶けたら酒と牛乳を加える。<n>沸騰したら、水溶き片栗粉を加えとろみを付ける。<n>卵を流し入れ固める。<n>@入れて直ぐにかき混ぜない。<n>胡椒を加える。<n><n>器に盛り入れ、ハムとパセリを飾る。	2018-08-25
yo-r-WiPtPCxt886IqTOqxZ1N	yossy		0	1	1	0	0	餅入り白菜汁	2	1	4	1	0	0	06233:0.1e3:g:0.1e3:::1.0:0.1e3<t>P00001:500:カップ:2.5:::1.0:500<t>17027:5.3:個(味の素):1.0::コンソメの素:1.0:5.3<t>17012:0.1:g:0.1::適当:1.0:0.1<t>17065:0.01:g:0.01::適当:1.0:0.01<t>01117:100:g:100.0::1個/人:1.0:100<t>17073:0.01:g:0.01::適当:1.0:0.01	#群馬のお教室<n>#<n>白菜は3cm角に切る。<n>餅は焼いておく。<n><n>鍋に白菜、スープを入れて白菜が柔らかくなるまで中火で煮る。<n>塩と胡椒で味を整え、餅を入れ軽く煮る。<n><n>器に盛り入れ、七味唐辛子をふって仕上げる。	2020-05-06
yo-r-wk878x1F7XPec3Y1kWWH	yossy		0	1	1	0	0	ゴーヤとちくわの炒め物	2	1	3	3	3	2	06205:0.1e3:g:0.1e3:::1.0:0.1e3<t>17012:1.0:g:1.0::塩もみ用:0.2:0.2<t>10381:40:g:40:::1.0:40<t>14002:4.0:小さじ:1:::1.0:4.0<t>17007:1.2:小さじ:0.2:::1.0:1.2<t>10091:2.0:g:2:::1.0:2.0	#群馬のお教室<n>#<n>ゴーヤは縦半分に切り、白い部分と種をスプーンで刮ぎ取り、薄切りにし、塩で揉んで水が出たら、水で洗って絞る。<n>ちくわは輪切りにする。<n><n>フライパンにごま油を入れて熱し、ゴーヤを炒める。<n>ちくわを加え、薄く焦げ目が付くまで炒める。<n>醤油とかつお節を加え、手早く混ぜて火を止める。<n><n>器に盛り付けて、仕上げる。	2021-09-11
yo-r-wke0jqwGZyMFhQTa3h7r	yossy		0	0	0	1	0	ハンバーグ（途中）	2	7	2	3	0	0	P11002:200:g:200:::1.0:200<t>01079:5.0:g:5:::1.0:5.0<t>13003:15:大さじ:1:::1.0:15<t>12004:28:個M:0.5:::1.0:28<t>06153:53:個M:1/4:::1.0:53<t>14006:18:大さじ:1.5:::1.0:18<t>+::::0:調味料ミックス:1.0:<t>03003:2.0:g:2:::1.0:2.0<t>17012:2.0:g:2:::1.0:2.0<t>01015:1.5:g:1.5:::1.0:1.5<t>17063:0.5:g:0.5:::1.0:0.5<t>17074:0.5:g:0.5:::1.0:0.5<t>17062:0.2:g:0.2:::1.0:0.2<t>17075:0.2:g:0.2:::1.0:0.2<t>P00004:0.1:g:0.1:::1.0:0.1	#ミックス調味料　まねっ子<n>#	2024-07-20
yo-r-WkOyhTBY2ewhBbW9HmpL	yossy		0	1	1	0	0	苺のゼリー	2	7	5	8	0	0	11198:2.5:個M:1/2:::1.0:2.5<t>P00001:45:大さじ:3:::1.0:45<t>07012:70:g:70:::1.0:70<t>03003:9.0:大さじ:1:::1.0:9.0<t>07156:2.5:小さじ:1/2:::1.0:2.5<t>+:-:g:-:0:飾り用:-:-<t>13013:40:大さじ:2:::1.0:40<t>07012:20:g:20::1個/人:1.0:20	#群馬のお教室<n>#<n>ゼラチンは耐熱容器に入れて、分量の水でしとらせておく。<n>苺はヘタを取り耐熱容器に入れて、フォークでつぶし、砂糖と混ぜておく。<n><n>ゼラチンにラップをして、電子レンジで500Wで計1分加熱する。<n>@吹きこぼれに注意、吹きそうなら中断してよし<n>溶けたゼラチンは直ぐにイチゴと混ぜ合わせ、レモン汁も加え混ぜ合わせる。<n>型に流して根で、冷蔵庫で冷やし固める。<n><n>飾り用のイチゴはヘタ近くを残して、2mm厚さの切込みを入れ、扇のように広げる。<n><n>お皿にゼリーを盛り付け、練乳をかけ、飾り用のイチゴを載せて仕上げる。	2021-10-03
yo-r-WkQ34Qt8G6SlcsU9VAYI	yossy		0	1	1	0	0	豆苗と春雨のスープ	2	3	4	1	3	2	06019:0.5e2:g:0.5e2:::1.0:0.5e2<t>02039:0.1e2:g:0.1e2:::1.0:0.1e2<t>06214:20:g:20:::1.0:20<t>14002:8.0:小さじ:2:::1.0:8.0<t>-:-:g:-:0:-:-:-<t>P00001:500:カップ:2.5:::1.0:500<t>17027:5.3:個(味の素):1.0::コンソメ:1.0:5.3<t>17012:0.2:g:0.2:::1.0:0.2<t>17065:0.02:g:0.02:::1.0:0.02	#群馬のお教室<n>#<n>にんじんは千切りにする。<n>豆苗は根を切り落とし、3cm長さに切る。<n>春雨は茹でて、ザク切りにする。<n><n>鍋にごま油を入れて熱し、にんじんをしなっとするまで炒める。<n>水とコンソメを入れ煮立てる。<n>春雨と豆苗を入れてさっと煮て、塩と胡椒で調味する。<n><n>器に盛り入れて、仕上げる。	2018-05-30
yo-r-WLDxhFhIC0h9vi9mzNpN	yossy		0	1	1	0	0	グレープフルーツゼリー	2	7	5	8	0	0	11198:5.0:g:5.0::粉:1.0:5.0<t>P00001:30:大さじ:2:0::1.0:30<t>-:-:g:-:0:-:-:-<t>07062:60:g:60.0::色は自由:1.0:60<t>03003:40:g:40:::1.0:40<t>07155:10:g:10.0::輪切り:1.0:10<t>P00001:100:カップ:1/2:::1.0:100	#群馬のお教室<n>#<n>ゼラチンは水で湿らせておく。<n>グレープフルーツは半分に切り、皮を破らないように実をくり抜き、果汁を搾る。<n>レモンは輪切りにする。<n><n>鍋に砂糖、レモン、水を入れいったん煮立て、火を止める。<n>ゼラチンを入れて溶かし、粗熱を取る。<n>グレープフルーツの果汁を入れて混ぜる。<n>グレープフルーツの皮に流し入れ、冷蔵庫で冷やし固める。<n><n>半分に切って仕上げる。	2021-10-03
yo-r-wM4ZHzvoEZmxII0PVO7b	yossy		0	1	1	0	0	オニオンクリームスープ	2	2	4	1	3	2	06153:0.1e3:g:0.1e3:::1.0:0.1e3<t>14020:12:大さじ:1:::1.0:12<t>-:-:g:-:0:-:-:-<t>P00001:200:カップ:1:::1.0:200<t>17027:5.3:個(味の素):1.0::コンソメの素:1.0:5.3<t>16010:15:大さじ:1:::1.0:15<t>13003:206:カップ:1:::1.0:206<t>17012:0.2:g:0.2:::1.0:0.2<t>17065:0.04:g:0.04:::1.0:0.04<t>-:-:g:-:0:-:-:-<t>06239:2.0:g:2:::1.0:2.0	#群馬のお教室<n>#<n>たまねぎは線維に沿って薄切りにする。<n>パセリはみじん切りにする。<n><n>鍋にマーガリンを熱し、玉ネギを焦がさないように透きとおるまで妙める。<n>水、コンソメ、白ワインを加えて4分程煮る。<n>牛乳を加え、ひと煮立ちさせる。<n>塩胡椒で味を整えて、火を止める。<n><n>器に盛り入れ、パセリを散らして仕上げる。	2018-10-06
